,Unnamed: 0,name,lng,lat,geometry,x,y
195,196,黔西南布依族苗族自治州,104.910858,25.095974,POINT (11678623.291245433 2887537.479556982),11678623.291245433,2887537.479556982
196,197,克拉玛依,84.89587,45.585765,POINT (9450565.01885195 5714214.451937179),9450565.01885195,5714214.451937179
197,198,庆阳,107.649305,35.716096,POINT (11983465.816849798 4261626.609772592),11983465.816849798,4261626.609772592
198,199,呼伦贝尔,119.77221,49.217977,POINT (13332981.428385027 6311928.791449962),13332981.428385027,6311928.791449962
199,200,六盘水,104.836786,26.599086,POINT (11670377.633923393 3073471.514833766),11670377.633923393,3073471.514833766
200,201,新余,114.923664,27.823541,POINT (12793243.756577266 3226744.507629155),12793243.756577266,3226744.507629155
201,202,七台河,131.009618,45.776512,POINT (14583923.964781286 5744607.157071278),14583923.964781286,5744607.157071278
202,203,商丘,115.662798,34.420378,POINT (12875523.777085261 4085389.165676218),12875523.777085261,4085389.165676218
203,204,漯河,114.02323,33.587703,POINT (12693007.902204314 3973574.0587569303),12693007.902204314,3973574.0587569303
204,205,乌兰察布,113.140223,40.999972,POINT (12594712.01259742 5012337.533854785),12594712.01259742,5012337.533854785
205,206,潜江,112.905773,30.407633,POINT (12568613.157980936 3556055.6180892307),12568613.157980936,3556055.6180892307
206,207,定西,104.631662,35.587354,POINT (11647543.334693912 4243989.466537988),11647543.334693912,4243989.466537988
207,208,鸡西,130.976161,45.300906,POINT (14580199.548577815 5669018.026698145),14580199.548577815,5669018.026698145
208,209,汕尾,115.381693,22.791322,POINT (12844231.311625818 2606801.99503639),12844231.311625818,2606801.99503639
209,210,四平,124.356844,43.172447,POINT (13843340.550738556 5338256.982370817),13843340.550738556,5338256.982370817
210,211,西双版纳傣族自治州,100.803836,22.013792,POINT (11221431.69352866 2513181.209643169),11221431.69352866,2513181.209643169
211,212,遂宁,105.599152,30.539156,POINT (11755243.828841496 3573043.293843024),11755243.828841496,3573043.293843024
212,213,商洛,109.94688,33.876525,POINT (12239230.695909154 4012234.376002603),12239230.695909154,4012234.376002603
213,214,海南藏族自治州,100.626831,36.292132,POINT (11201727.587060796 4340893.096748421),11201727.587060796,4340893.096748421
214,215,文山壮族苗族自治州,104.221606,23.404187,POINT (11601896.109577185 2680971.9541973164),11601896.109577185,2680971.9541973164
215,216,六安,116.529651,31.741226,POINT (12972021.411637882 3729390.245714894),12972021.411637882,3729390.245714894
216,217,张家界,110.484925,29.122477,POINT (12299125.591333022 3391243.867322745),12299125.591333022,3391243.867322745
217,218,潮州,116.62943,23.662923,POINT (12983128.759109745 2712387.2731594346),12983128.759109745,2712387.2731594346
218,219,蚌埠,117.395835,32.921498,POINT (13068444.573451165 3884888.7654673196),13068444.573451165,3884888.7654673196
219,220,桂林,110.296442,25.279893,POINT (12278143.759749832 2910162.5256745336),12278143.759749832,2910162.5256745336
220,221,甘南藏族自治州,102.917605,34.98901,POINT (11456735.382263266 4162387.747238971),11456735.382263266,4162387.747238971
221,222,驻马店,114.029465,33.017546,POINT (12693701.979229411 3897633.133076992),12693701.979229411,3897633.133076992
222,223,林芝地区,94.368109,29.654792,POINT (10505009.841004137 3459253.3052277),10505009.841004137,3459253.3052277
223,224,百色,106.624969,23.907845,POINT (11869437.25492858 2742182.6354678664),11869437.25492858,2742182.6354678664
224,225,鞍山,123.000974,41.114122,POINT (13692405.79275668 5029189.233509273),13692405.79275668,5029189.233509273
225,226,郴州,113.021311,25.776711,POINT (12581474.789308209 2971451.824714259),12581474.789308209,2971451.824714259
226,227,巴中,106.753912,31.872851,POINT (11883791.124029936 3746631.8928388692),11883791.124029936,3746631.8928388692
227,228,恩施土家族苗族自治州,109.494763,30.277908,POINT (12188901.261690173 3539322.578173914),12188901.261690173,3539322.578173914
228,229,十堰,110.80454,32.635042,POINT (12334704.970382914 3846961.482997458),12334704.970382914,3846961.482997458
229,230,临沧,100.10566,23.914336,POINT (11143711.096724574 2742973.0469393795),11143711.096724574,2742973.0469393795
230,231,泸州,105.449092,28.877577,POINT (11738539.226053057 3360073.538435645),11738539.226053057,3360073.538435645
231,232,平凉,106.671741,35.549266,POINT (11874643.890151963 4238777.001464316),11874643.890151963,4238777.001464316
232,233,宣城,118.765196,30.946576,POINT (13220881.14268333 3625812.961856892),13220881.14268333,3625812.961856892
233,234,绵阳,104.686164,31.473364,POINT (11653610.469581129 3694378.2670766055),11653610.469581129,3694378.2670766055
234,235,佳木斯,130.32696,46.806581,POINT (14507930.823835336 5910560.116360812),14507930.823835336,5910560.116360812
235,236,遵义,106.933658,27.731749,POINT (11903800.357222065 3215195.378860848),11903800.357222065,3215195.378860848
236,237,钦州,108.66089,21.985392,POINT (12096074.94394391 2509771.460357433),12096074.94394391,2509771.460357433
237,238,玉树藏族自治州,97.01308,33.011061,POINT (10799446.665887112 3896772.2181918756),10799446.665887112,3896772.2181918756
238,239,本溪,123.773468,41.299847,POINT (13778399.431477541 5056670.137825985),13778399.431477541,5056670.137825985
239,240,朔州,112.438184,39.33789,POINT (12516561.388600402 4770187.634889228),12516561.388600402,4770187.634889228
240,241,毕节,105.333323,27.408562,POINT (11725651.87992341 3174609.561596926),11725651.87992341,3174609.561596926
241,242,张掖,100.456221,38.932187,POINT (11182735.368736556 4711962.591860353),11182735.368736556,4711962.591860353
242,243,南平,118.1843,26.647662,POINT (13156216.095759483 3079520.315989357),13156216.095759483,3079520.315989357
243,244,濮阳,115.035917,35.767586,POINT (12805739.703377284 4268688.508777953),12805739.703377284,4268688.508777953
244,245,宜宾,104.648103,28.75761,POINT (11649373.538442045 3344831.2437158064),11649373.538442045,3344831.2437158064
245,246,铜仁,109.168558,27.674903,POINT (12152588.287195953 3208047.98038439),12152588.287195953,3208047.98038439
246,247,松原,124.831633,45.147201,POINT (13896193.820452804 5644725.1160058305),13896193.820452804,5644725.1160058305
247,248,漳州,117.653827,24.519197,POINT (13097164.111519901 2816803.3635544367),13097164.111519901,2816803.3635544367
248,249,梧州,111.285647,23.482873,POINT (12388261.556639992 2690519.3532716436),12388261.556639992,2690519.3532716436
249,250,洛阳,112.460033,34.624376,POINT (12518993.60815474 4112951.7841635523),12518993.60815474,4112951.7841635523
250,251,龙岩,117.023668,25.081257,POINT (13027015.132521102 2885728.52090621),13027015.132521102,2885728.52090621
251,252,莆田,119.014232,25.45996,POINT (13248603.703392526 2932346.9648509915),13248603.703392526,2932346.9648509915
252,253,济源,112.609314,35.072867,POINT (12535611.493059853 4173787.8926211316),12535611.493059853,4173787.8926211316
253,254,哈密地区,93.522785,42.824642,POINT (10410908.803768804 5285318.546306768),10410908.803768804,5285318.546306768
254,255,昭通,103.723311,27.344057,POINT (11546426.16391235 3166523.278800957),11546426.16391235,3166523.278800957
255,256,大理白族自治州,100.274223,25.612206,POINT (11162475.444051161 2951129.7331165504),11162475.444051161,2951129.7331165504
256,257,昌吉回族自治州,87.314822,44.016923,POINT (9719841.52374532 5468061.430144523),9719841.52374532,5468061.430144523
257,258,迪庆藏族自治州,99.70948,27.825264,POINT (11099608.540862095 3226961.3861120516),11099608.540862095,3226961.3861120516
258,259,黑河,127.535014,50.251193,POINT (14197132.816793017 6489892.226938773),14197132.816793017,6489892.226938773
259,260,吉林,126.556073,43.843512,POINT (14088157.603156358 5441257.15510442),14088157.603156358,5441257.15510442
260,261,广安,106.639772,30.461708,POINT (11871085.117350793 3563037.235875672),11871085.117350793,3563037.235875672
261,262,黄山,118.174807,30.133213,POINT (13155159.33983338 3520684.65097752),13155159.33983338,3520684.65097752
262,263,德阳,104.404319,31.133105,POINT (11622235.627698496 3650047.452869324),11622235.627698496,3650047.452869324
263,264,河池,108.091898,24.698828,POINT (12032735.044238467 2838797.52250109),12032735.044238467,2838797.52250109
264,265,益阳,112.361677,28.559818,POINT (12508044.66831828 3319739.137069245),12508044.66831828,3319739.137069245
265,266,通化,125.946506,41.733906,POINT (14020300.915111974 5121202.819040947),14020300.915111974,5121202.819040947
266,267,永州,111.618703,26.426612,POINT (12425337.180965638 3052015.3310149815),12425337.180965638,3052015.3310149815
267,268,周口,114.703433,33.631958,POINT (12768727.753800372 3979489.3911749106),12768727.753800372,3979489.3911749106
268,269,梅州,116.129179,24.294311,POINT (12927441.072520917 2789312.416193199),12927441.072520917,2789312.416193199
269,270,锡林郭勒盟,116.054141,43.939525,POINT (12919087.880570771 5456088.302326913),12919087.880570771,5456088.302326913
270,271,固原,106.24917,36.021609,POINT (11827603.501607958 4303595.14463684),11827603.501607958,4303595.14463684
271,272,滁州,118.323252,32.308165,POINT (13171684.161644189 3803830.396384028),13171684.161644189,3803830.396384028
272,273,荆州,112.24722,30.340606,POINT (12495303.373360554 3547407.133521928),12495303.373360554,3547407.133521928
273,274,芜湖,118.439561,31.358798,POINT (13184631.620298864 3679434.085287631),13184631.620298864,3679434.085287631
274,275,襄阳,112.250093,32.229169,POINT (12495623.194257604 3793430.355076464),12495623.194257604,3793430.355076464
275,277,榆林,109.741195,38.290886,POINT (12216333.94644534 4620600.139404268),12216333.94644534,4620600.139404268
276,278,果洛藏族自治州,100.251341,34.477207,POINT (11159928.231462829 4093060.6788353054),11159928.231462829,4093060.6788353054
277,279,玉林,110.18743,22.660656,POINT (12266008.599419476 2591031.980812116),12266008.599419476,2591031.980812116
278,280,临夏回族自治州,103.217303,35.607475,POINT (11490097.61101503 4246744.090868775),11490097.61101503,4246744.090868775
279,281,鄂州,114.901557,30.396522,POINT (12790782.816594299 3554621.5571309477),12790782.816594299,3554621.5571309477
280,282,晋中,112.759375,37.692757,POINT (12552316.207167782 4536113.1415343825),12552316.207167782,4536113.1415343825
281,283,巴音郭楞蒙古自治州,86.151584,41.770226,POINT (9590350.461913934 5126622.314035301),9590350.461913934,5126622.314035301
282,284,澳门,113.549403,22.192961,POINT (12640261.72184021 2534708.3263529493),12640261.72184021,2534708.3263529493
283,285,内江,105.065028,29.585836,POINT (11695785.41714103 3450423.2429025946),11695785.41714103,3450423.2429025946
284,286,揭阳,116.37922,23.555773,POINT (12955275.50931836 2699369.7901316406),12955275.50931836,2699369.7901316406
285,287,通辽,122.251207,43.658363,POINT (13608942.11210308 5412724.390826109),13608942.11210308,5412724.390826109
286,288,阜阳,115.821389,32.895879,POINT (12893178.046449656 3881491.78305167),12893178.046449656,3881491.78305167
287,289,中卫,105.203332,37.506058,POINT (11711181.347995702 4509881.456724245),11711181.347995702,4509881.456724245
288,290,铜陵,117.818795,30.950899,POINT (13115528.265277086 3626374.0842695707),13115528.265277086,3626374.0842695707
289,291,红河哈尼族彝族自治州,103.38215,23.369914,POINT (11508448.295113826 2676815.200456435),11508448.295113826,2676815.200456435
290,292,曲靖,103.802685,25.496328,POINT (11555262.037174577 2936831.5617455123),11555262.037174577,2936831.5617455123
291,293,香港,114.171994,22.281089,POINT (12709568.234932685 2545306.9514580565),12709568.234932685,2545306.9514580565
292,294,汉中,107.030197,33.07382,POINT (11914547.029543756 3905106.4378652233),11914547.029543756,3905106.4378652233
293,295,乐山,103.77193,29.558141,POINT (11551838.40623523 3446878.4980063518),11551838.40623523,3446878.4980063518
294,296,新乡,113.933349,35.308973,POINT (12683002.395052325 4205949.017570199),12683002.395052325,4205949.017570199
295,297,晋城,112.857706,35.496081,POINT (12563262.364016974 4231502.60424001),12563262.364016974,4231502.60424001
296,298,巴彦淖尔,107.394129,40.749427,POINT (11955059.754467133 4975452.162624606),11955059.754467133,4975452.162624606
297,299,武威,102.644524,37.934078,POINT (11426336.144397948 4570117.42622879),11426336.144397948,4570117.42622879
298,300,岳阳,113.135679,29.363262,POINT (12594206.176831253 3421962.8937358274),12594206.176831253,3421962.8937358274
299,301,赤峰,118.895463,42.264586,POINT (13235382.3987905 5200695.912322709),13235382.3987905,5200695.912322709
300,302,白山,126.431052,41.94643,POINT (14074240.32909789 5152958.292525407),14074240.32909789,5152958.292525407
301,303,攀枝花,101.725262,26.588109,POINT (11324004.366652342 3072104.988079472),11324004.366652342,3072104.988079472
302,304,黄冈,114.878872,30.459422,POINT (12788257.533945652 3562742.012246643),12788257.533945652,3562742.012246643
303,305,绥化,126.975678,46.658789,POINT (14134867.81809067 5886556.510849173),14134867.81809067,5886556.510849173
304,306,双鸭山,131.165442,46.652966,POINT (14601270.213114662 5885612.114563163),14601270.213114662,5885612.114563163
305,307,凉山彝族自治州,102.273965,27.887685,POINT (11385085.705209084 3234820.803200121),11385085.705209084,3234820.803200121
306,308,伊犁哈萨克自治州,81.330697,43.922815,POINT (9053691.775902022 5453505.385871878),9053691.775902022,5453505.385871878
307,309,德宏傣族景颇族自治州,98.591419,24.438031,POINT (10975146.559666276 2806875.6632225215),10975146.559666276,2806875.6632225215
308,310,安阳,114.3996,36.103649,POINT (12734905.21895418 4314892.703043186),12734905.21895418,4314892.703043186
309,311,三明,117.645742,26.269683,POINT (13096264.093436837 3032520.859702378),13096264.093436837,3032520.859702378
310,312,宜春,114.422683,27.820089,POINT (12737474.80676016 3226310.0057835993),12737474.80676016,3226310.0057835993
311,313,上饶,117.950028,28.460864,POINT (13130137.05601236 3307203.4334952612),13130137.05601236,3307203.4334952612
312,314,自贡,104.784891,29.345379,POINT (11664600.708948674 3419678.915706377),11664600.708948674,3419678.915706377
313,315,娄底,112.001082,27.703196,POINT (12467903.416535677 3211604.8689462994),12467903.416535677,3211604.8689462994
314,316,丽江,100.23357,26.862521,POINT (11157949.972791942 3106306.0394807467),11157949.972791942,3106306.0394807467
315,317,防城港,108.361138,21.693439,POINT (12062706.703939646 2474758.4774459368),12062706.703939646,2474758.4774459368
316,318,淮北,116.804878,33.96064,POINT (13002659.541130444 4023518.163444349),13002659.541130444,4023518.163444349
317,319,儋州,109.587145,19.527081,POINT (12199185.178888638 2217090.5308924997),12199185.178888638,2217090.5308924997
318,320,怒江州,98.863189,25.823736,POINT (11005399.857679166 2977266.2199128116),11005399.857679166,2977266.2199128116
319,321,焦作,113.248557,35.221493,POINT (12606771.698313018 4194022.0450288835),12606771.698313018,4194022.0450288835
320,322,铁岭,123.848797,42.292573,POINT (13786785.017399509 5204906.713389325),13786785.017399509,5204906.713389325
321,323,抚顺,123.963595,41.886078,POINT (13799564.272303592 5143929.727098088),13799564.272303592,5143929.727098088
322,324,巢湖,117.88049,31.608733,POINT (13122396.121261576 3712059.6261479678),13122396.121261576,3712059.6261479678
323,325,西双版纳,100.803836,22.013792,POINT (11221431.69352866 2513181.209643169),11221431.69352866,2513181.209643169
324,326,德宏州,98.591419,24.438031,POINT (10975146.559666276 2806875.6632225215),10975146.559666276,2806875.6632225215
325,327,恩施,109.485727,30.30089,POINT (12187895.378771363 3542285.377824894),12187895.378771363,3542285.377824894
326,328,湘西州,109.745507,28.317399,POINT (12216813.95608964 3289049.797731764),12216813.95608964,3289049.797731764
327,329,西昌,102.269526,27.900601,POINT (11384591.557989452 3236447.6199599653),11384591.557989452,3236447.6199599653
328,330,阿坝州,102.231186,31.905609,POINT (11380323.568712438 3750926.709113836),11380323.568712438,3750926.709113836
329,331,黔南州,107.528663,26.260586,POINT (11970036.010841517 3031391.5965096895),11970036.010841517,3031391.5965096895
330,332,黔东南州,107.990602,26.589858,POINT (12021458.82509907 3072322.712316029),12021458.82509907,3072322.712316029
331,333,黔西南州,104.910858,25.095974,POINT (11678623.291245433 2887537.479556982),11678623.291245433,2887537.479556982
332,334,大理州,100.274223,25.612206,POINT (11162475.444051161 2951129.7331165504),11162475.444051161,2951129.7331165504
333,335,红河州,103.38215,23.369914,POINT (11508448.295113826 2676815.200456435),11508448.295113826,2676815.200456435
334,336,文山州,104.221606,23.404187,POINT (11601896.109577185 2680971.9541973164),11601896.109577185,2680971.9541973164
335,337,楚雄州,101.534082,25.051226,POINT (11302722.306402484 2882037.897020634),11302722.306402484,2882037.897020634
336,338,迪庆州,99.70948,27.825264,POINT (11099608.540862095 3226961.3861120516),11099608.540862095,3226961.3861120516
337,339,山南地区,91.779601,29.24309,POINT (10216858.448529823 3406622.477060644),10216858.448529823,3406622.477060644
338,340,那曲地区,92.0578,31.482375,POINT (10247827.41954902 3695554.452152277),10247827.41954902,3695554.452152277
339,341,博尔塔拉蒙古自治州,82.073064,44.912168,POINT (9136331.692323752 5607704.717540831),9136331.692323752,5607704.717540831
340,342,临夏州,103.217303,35.607475,POINT (11490097.61101503 4246744.090868775),11490097.61101503,4246744.090868775
341,343,甘南州,102.917605,34.98901,POINT (11456735.382263266 4162387.747238971),11456735.382263266,4162387.747238971
342,344,格尔木,94.909745,36.408588,POINT (10565304.484719442 4356989.079588959),10565304.484719442,4356989.079588959
343,345,奎屯,84.90832,44.432645,POINT (9451950.946512327 5532640.938538372),9451950.946512327,5532640.938538372
344,346,亳州,115.7786,33.8445,POINT (12888414.796758104 4007941.237877764),12888414.796758104,4007941.237877764
345,347,崇左,107.3647,22.3765,POINT (11951783.733172579 2556788.9931206075),11951783.733172579,2556788.9931206075
346,348,定安县,110.3588,19.6814,POINT (12285085.42055672 2235326.3314225306),12285085.42055672,2235326.3314225306
347,349,东方,108.6518,19.0953,POINT (12095063.0497726 2166159.1651851838),12095063.0497726,2166159.1651851838
348,350,贵港,109.5989,23.1115,POINT (12200493.73950291 2645508.2572616725),12200493.73950291,2645508.2572616725
349,351,贺州,111.5666,24.4035,POINT (12419537.101536835 2802653.993388305),12419537.101536835,2802653.993388305
350,352,嘉峪关,98.2891,39.7731,POINT (10941492.562529147 4833024.366148063),10941492.562529147,4833024.366148063
351,353,金昌,102.188,38.52,POINT (11375516.12518304 4653147.065207359),11375516.12518304,4653147.065207359
352,354,来宾,109.2214,23.7503,POINT (12158470.63172845 2723010.4626514604),12158470.63172845,2723010.4626514604
353,355,乐东黎族自治县,109.173,18.7502,POINT (12153082.768374056 2125547.9730891846),12153082.768374056,2125547.9730891846
354,356,陵水黎族自治县,110.0375,18.506,POINT (12249318.46816484 2096860.8640876827),12249318.46816484,2096860.8640876827
355,357,眉山,103.8485,30.0754,POINT (11560362.139645271 3513245.497020454),11560362.139645271,3513245.497020454
356,358,琼海,110.4921,19.2396,POINT (12299924.308679461 2183165.343669566),12299924.308679461,2183165.343669566
357,359,台湾,120.9605,23.6978,POINT (13465261.266099768 2716626.7235309104),13465261.266099768,2716626.7235309104
358,360,天门,113.3169,30.8657,POINT (12614379.606272303 3615319.9866971606),12614379.606272303,3615319.9866971606
359,361,屯昌县,110.1034,19.3517,POINT (12256654.422608117 2196386.9722741605),12256654.422608117,2196386.9722741605
360,362,万宁,110.3816,18.8078,POINT (12287623.504946807 2132320.4956653113),12287623.504946807,2132320.4956653113
361,363,文昌,113.8259,25.8228,POINT (12671041.227086078 2977150.4658991615),12671041.227086078,2977150.4658991615
362,364,五指山,109.5169,18.7751,POINT (12191365.541257864 2128475.3941144487),12191365.541257864,2128475.3941144487
363,365,仙桃,113.4234,30.3608,POINT (12626235.132041786 3550012.138565228),12626235.132041786,3550012.138565228
364,366,资阳,104.652,30.1246,POINT (11649807.350497665 3519576.087363566),11649807.350497665,3519576.087363566
365,367,安徽,117.17,31.52,POINT (13043304.736247865 3700466.7813451113),13043304.736247865,3700466.7813451113
366,368,福建,119.18,26.05,POINT (13267056.912742347 3005274.976597687),13267056.912742347,3005274.976597687
367,369,甘肃,103.51,36.04,POINT (11522680.492011748 4306126.7071378),11522680.492011748,4306126.7071378
368,370,广东,113.14,23.08,POINT (12594687.188350972 2641696.1555663375),12594687.188350972,2641696.1555663375
369,371,广西,108.19,22.48,POINT (12043655.708924267 2569253.3943522233),12043655.708924267,2569253.3943522233
370,372,贵州,106.42,26.35,POINT (11846620.210220175 3042494.9179087323),11846620.210220175,3042494.9179087323
371,373,海南,110.2,20.02,POINT (12267407.885418748 2275400.3521111393),12267407.885418748,2275400.3521111393
372,374,河北,114.3,38.02,POINT (12723817.797671169 4582251.52748982),12723817.797671169,4582251.52748982
373,375,河南,113.4,34.46,POINT (12623630.255957223 4090737.3044675705),12623630.255957223,4090737.3044675705
374,376,黑龙江,126.36,45.44,POINT (14066330.856638048 5691058.511864659),14066330.856638048,5691058.511864659
375,377,湖北,114.17,30.35,POINT (12709346.263868043 3548618.8828987507),12709346.263868043,3548618.8828987507
376,378,湖南,112.59,28.12,POINT (12533461.468414672 3264111.485587849),12533461.468414672,3264111.485587849
377,379,江苏,118.46,32.03,POINT (13186906.879371185 3767249.2378612314),13186906.879371185,3767249.2378612314
378,380,江西,115.55,28.4,POINT (12862967.16116276 3299498.8824963216),12862967.16116276,3299498.8824963216
379,381,辽宁,123.25,41.48,POINT (13720127.240270967 5083401.449349536),13720127.240270967,5083401.449349536
380,382,内蒙古,111.41,40.48,POINT (12402104.46927861 4935941.715784048),12402104.46927861,4935941.715784048
381,383,宁夏,106.16,38.27,POINT (11817677.142613921 4617638.286128266),11817677.142613921,4617638.286128266
382,384,青海,101.48,36.38,POINT (11296701.925701402 4353035.554224865),11296701.925701402,4353035.554224865
383,385,山东,117.0,36.4,POINT (13024380.422813008 4355801.264971882),13024380.422813008,4355801.264971882
384,386,山西,112.33,37.54,POINT (12504518.40080842 4514645.503284724),12504518.40080842,4514645.503284724
385,387,陕西,108.57,34.17,POINT (12085957.11542571 4051651.778525095),12085957.11542571,4051651.778525095
386,388,四川,104.04,30.4,POINT (11581679.822132183 3555070.4338373523),11581679.822132183,3555070.4338373523
387,389,西藏,91.08,29.39,POINT (10138979.221451357 3425378.561512719),10138979.221451357,3425378.561512719
388,390,新疆,87.36,43.45,POINT (9724870.715700379 5380719.203307415),9724870.715700379,5380719.203307415
389,391,云南,102.42,25.04,POINT (11401342.24704708 2880658.5233640596),11401342.24704708,2880658.5233640596
390,392,浙江,120.1,30.16,POINT (13369470.844272153 3524132.9756246265),13369470.844272153,3524132.9756246265
