,name,lng,lat,geometry,x,y
185,株洲市,113.1269527,27.83200163,POINT (12593234.769558745 3227809.502143304),12593234.769558745,3227809.502143304
186,湘潭市,112.9400052,27.83480661,POINT (12572423.86905367 3228162.601540703),12572423.86905367,3228162.601540703
187,衡阳市,112.5667809,26.89780145,POINT (12530876.730025994 3110709.1827362226),12530876.730025994,3110709.1827362226
188,邵阳市,111.4622915,27.24277281,POINT (12407925.532431426 3153835.8836308047),12407925.532431426,3153835.8836308047
189,岳阳市,113.1229579,29.35903584,POINT (12592790.070456924 3421423.101551646),12592790.070456924,3421423.101551646
190,常德市,111.6934394,29.03446997,POINT (12433656.798957359 3380034.021678073),12433656.798957359,3380034.021678073
191,张家界市,110.4739436,29.1202066,POINT (12297903.147476824 3390954.5559985144),12297903.147476824,3390954.5559985144
192,益阳市,112.3502833,28.55800079,POINT (12506776.327436028 3319508.8229489056),12506776.327436028,3319508.8229489056
193,郴州市,113.0100065,25.77307268,POINT (12580216.378124537 2971002.061586335),12580216.378124537,2971002.061586335
194,永州市,111.6082361,26.42344711,POINT (12424172.010987453 3051621.911603103),12424172.010987453,3051621.911603103
195,怀化市,109.9969076,27.57312105,POINT (12244799.742866764 3195259.9468382336),12244799.742866764,3195259.9468382336
196,娄底市,111.9889506,27.70315142,POINT (12466552.95526507 3211599.263792742),12466552.95526507,3211599.263792742
197,湘西土家族苗族自治州,109.7326965,28.31598291,POINT (12215387.897752834 3288870.732189527),12215387.897752834,3288870.732189527
198,广州市,113.2591693,23.13273722,POINT (12607953.054145161 2648078.8712992766),12607953.054145161,2648078.8712992766
199,韶关市,113.5921343,24.81403762,POINT (12645018.548397146 2852920.5634589526),12645018.548397146,2852920.5634589526
200,深圳市,114.0528249,22.54624409,POINT (12696302.391402394 2577235.992162369),12696302.391402394,2577235.992162369
201,珠海市,113.5718532,22.27465991,POINT (12642760.866672417 2544533.537890579),12642760.866672417,2544533.537890579
202,汕头市,116.6774881,23.35680908,POINT (12988478.562330237 2675226.07226613),12988478.562330237,2675226.07226613
203,佛山市,113.1161032,23.02390428,POINT (12592027.008743383 2634909.7119764127),12592027.008743383,2634909.7119764127
204,江门市,113.0760986,22.58163919,POINT (12587573.717041994 2581502.7705992376),12587573.717041994,2581502.7705992376
205,湛江市,110.3530451,21.27249285,POINT (12284444.788019154 2424400.2665674184),12284444.788019154,2424400.2665674184
206,茂名市,110.9210208,21.66550359,POINT (12347671.553726105 2471412.009332816),12347671.553726105,2471412.009332816
207,肇庆市,112.4599904,23.05036818,POINT (12518988.865944434 2638110.9544658507),12518988.865944434,2638110.9544658507
208,惠州市,114.4106185,23.11486532,POINT (12736131.792763485 2645915.5781259756),12736131.792763485,2645915.5781259756
209,梅州市,116.1172196,24.29145899,POINT (12926109.758202726 2788964.0890460736),12926109.758202726,2788964.0890460736
210,汕尾市,115.3706153,22.78983795,POINT (12842998.147702657 2606622.801112073),12842998.147702657,2606622.801112073
211,河源市,114.6955151,23.74692674,POINT (12767846.337204218 2722600.213686406),12767846.337204218,2722600.213686406
212,阳江市,111.978351,21.85957982,POINT (12465373.013190456 2494674.440313701),12465373.013190456,2494674.440313701
213,清远市,113.050616,23.6845243,POINT (12584737.006985907 2715012.871291507),12584737.006985907,2715012.871291507
214,东莞市,113.746691,23.02373844,POINT (12662223.721539835 2634889.6528919926),12662223.721539835,2634889.6528919926
215,中山市,113.3870348,22.5197135,POINT (12622186.97649519 2574038.5226970073),12622186.97649519,2574038.5226970073
216,潮州市,116.6175368,23.66040886,POINT (12981804.814141843 2712081.712272516),12981804.814141843,2712081.712272516
217,揭阳市,116.3680228,23.55336548,POINT (12954029.04271605 2699077.42645599),12954029.04271605,2699077.42645599
218,云浮市,112.0392034,22.91782059,POINT (12472147.071372006 2622083.4487730786),12472147.071372006,2622083.4487730786
219,南宁市,108.3623356,22.82038611,POINT (12062840.02016182 2610311.779485742),12062840.02016182,2610311.779485742
220,柳州市,109.423471,24.32914249,POINT (12180965.072552538 2793567.1542980787),12180965.072552538,2793567.1542980787
221,桂林市,110.1751278,25.23840009,POINT (12264639.124779839 2905055.232484362),12264639.124779839,2905055.232484362
222,梧州市,111.2739143,23.47932461,POINT (12386955.478450362 2690088.685369524),12386955.478450362,2690088.685369524
223,北海市,109.1159551,21.48369266,POINT (12146732.559153702 2449648.110613942),12146732.559153702,2449648.110613942
224,防城港市,108.3506746,21.68921758,POINT (12061541.923579682 2474252.739036748),12061541.923579682,2474252.739036748
225,钦州市,108.6505975,21.98377918,POINT (12094929.188084923 2509577.84310043),12094929.188084923,2509577.84310043
226,贵港市,109.5947121,23.1147211,POINT (12200027.544607416 2645898.1222763574),12200027.544607416,2645898.1222763574
227,玉林市,110.1765026,22.65680338,POINT (12264792.166815784 2590567.2383491513),12264792.166815784,2590567.2383491513
228,百色市,106.6152785,23.90597376,POINT (11868358.513403049 2741954.7812524484),11868358.513403049,2741954.7812524484
229,贺州市,111.5621031,24.40721914,POINT (12419036.508918686 2803108.6302277525),12419036.508918686,2803108.6302277525
230,河池市,108.080991,24.69565823,POINT (12031520.882552383 2838409.139234383),12031520.882552383,2838409.139234383
231,来宾市,109.2169412,23.75274377,POINT (12157974.280382901 2723307.6755869994),12157974.280382901,2723307.6755869994
232,崇左市,107.3608171,22.37988818,POINT (11951351.490721779 2557196.8812409653),11951351.490721779,2557196.8812409653
233,海口市,110.1941231,20.04791813,POINT (12266753.671903305 2278708.3521008394),12266753.671903305,2278708.3521008394
234,三亚市,109.5076242,18.25456966,POINT (12190332.963925162 2067367.1022695168),12190332.963925162,2067367.1022695168
235,三沙市,112.333737,16.8326352,POINT (12504934.401745515 1901351.461134112),12504934.401745515,1901351.461134112
236,儋州市,109.5768024,19.5229217,POINT (12198033.845923157 2216599.2701502256),12198033.845923157,2216599.2701502256
237,五指山市,109.512689,18.77662265,POINT (12190896.77488213 2128654.4216996483),12190896.77488213,2128654.4216996483
238,琼海市,110.4701752,19.26075935,POINT (12297483.651107717 2185660.289180829),12297483.651107717,2185660.289180829
239,文昌市,110.793037,19.54607362,POINT (12333424.462280318 2219333.9365997734),12333424.462280318,2219333.9365997734
240,万宁市,110.3881938,18.79525459,POINT (12288357.523405198 2130845.2276976104),12288357.523405198,2130845.2276976104
241,东方市,108.6482117,19.09704416,POINT (12094663.602043789 2166364.630802687),12094663.602043789,2166364.630802687
242,定安县,110.3535917,19.68294478,POINT (12284505.63525282 2235508.9658939103),12284505.63525282,2235508.9658939103
243,屯昌县,110.0972652,19.35321494,POINT (12255971.499795998 2196565.7138910056),12255971.499795998,2196565.7138910056
244,澄迈县,110.0032463,19.74077995,POINT (12245505.363723056 2242347.9047112297),12245505.363723056,2242347.9047112297
245,临高县,109.686338,19.91413609,POINT (12210227.293138893 2262861.9374034386),12210227.293138893,2262861.9374034386
246,白沙黎族自治县,109.4385966,19.22321617,POINT (12182648.84664248 2181233.7111343765),12182648.84664248,2181233.7111343765
247,昌江黎族自治县,109.0516679,19.29972616,POINT (12139576.140785178 2190255.7942475104),12139576.140785178,2190255.7942475104
248,乐东黎族自治县,109.1692854,18.75171933,POINT (12152669.260993555 2125726.5839479268),12152669.260993555,2125726.5839479268
249,陵水黎族自治县,110.0332757,18.50767101,POINT (12248848.221239883 2097057.0243419243),12248848.221239883,2097057.0243419243
250,保亭黎族苗族自治县,109.6961527,18.64212844,POINT (12211319.860545183 2112847.307860065),12211319.860545183,2112847.307860065
251,琼中黎族苗族自治县,109.8343472,19.03510797,POINT (12226703.601915613 2159069.7460182533),12226703.601915613,2159069.7460182533
252,重庆市,106.5467633,29.56655324,POINT (11860731.436227448 3447955.0965910945),11860731.436227448,3447955.0965910945
253,成都市,104.0637964,30.5754155,POINT (11584328.825262895 3577730.6581932865),11584328.825262895,3577730.6581932865
254,自贡市,104.7766109,29.34210026,POINT (11663678.972432956 3419260.2056185673),11663678.972432956,3419260.2056185673
255,攀枝花市,101.7168857,26.5859851,POINT (11323071.921201611 3071840.5988948587),11323071.921201611,3071840.5988948587
256,泸州市,105.4382741,28.87401764,POINT (11737334.982933605 3359621.054305266),11737334.982933605,3359621.054305266
257,德阳市,104.395113,31.12958969,POINT (11621210.820466254 3649590.2920373296),11621210.820466254,3649590.2920373296
258,绵阳市,104.6765103,31.46994909,POINT (11652535.824612856 3693932.556329467),11652535.824612856,3693932.556329467
259,广元市,105.8402995,32.43817464,POINT (11782088.245747568 3820966.2911381433),11782088.245747568,3820966.2911381433
260,遂宁市,105.5891927,30.53547443,POINT (11754135.16463684 3572567.4651606036),11754135.16463684,3572567.4651606036
261,内江市,105.054766,29.58278692,POINT (11694643.05652651 3450032.9367081183),11694643.05652651,3450032.9367081183
262,乐山市,103.7638764,29.55503153,POINT (11550941.883584177 3446480.570687809),11550941.883584177,3446480.570687809
263,南充市,106.1065457,30.83951743,POINT (11811726.637157211 3611924.9180184933),11811726.637157211,3611924.9180184933
264,眉山市,103.8463151,30.07993448,POINT (11560118.917689836 3513828.8192042517),11560118.917689836,3513828.8192042517
265,宜宾市,104.640444,28.75578247,POINT (11648520.942462059 3344599.1842354317),11648520.942462059,3344599.1842354317
266,广安市,106.6288565,30.459131,POINT (11869870.009449039 3562704.4317830247),11869870.009449039,3562704.4317830247
267,达州市,107.4631241,31.21142365,POINT (11962740.253866365 3660237.0757356216),11962740.253866365,3660237.0757356216
268,雅安市,103.0395613,30.01258177,POINT (11470311.495478299 3505167.215267025),11470311.495478299,3505167.215267025
269,巴中市,106.7434034,31.87003444,POINT (11882621.312028987 3746262.6922786823),11882621.312028987,3746262.6922786823
270,资阳市,104.6248617,30.13208353,POINT (11646786.32876067 3520539.273431646),11646786.32876067,3520539.273431646
271,阿坝藏族羌族自治州,102.2228596,31.90167155,POINT (11379396.678104298 3750410.399475788),11379396.678104298,3750410.399475788
272,甘孜藏族自治州,101.9607908,30.05234063,POINT (11350223.312735492 3510279.51923552),11350223.312735492,3510279.51923552
273,凉山彝族自治州,102.2662182,27.88482772,POINT (11384223.335377807 3234460.944702149),11384223.335377807,3234460.944702149
274,贵阳市,106.6246361,26.65036573,POINT (11869400.196670095 3079857.066554936),11869400.196670095,3079857.066554936
275,六盘水市,104.8278191,26.59615766,POINT (11669379.443181397 3073106.9529615985),11669379.443181397,3073106.9529615985
276,遵义市,107.027727,27.72519719,POINT (11914272.070401497 3214371.41247903),11914272.070401497,3214371.41247903
277,安顺市,105.9442342,26.25663284,POINT (11793658.203627318 3030900.895483013),11793658.203627318,3030900.895483013
278,毕节市,105.2883073,27.28698351,POINT (11720640.75512171 3159372.5274451696),11720640.75512171,3159372.5274451696
279,铜仁市,109.184949,27.73482704,POINT (12154412.924969545 3215582.495325852),12154412.924969545,3215582.495325852
280,黔西南布依族苗族自治州,104.9039523,25.09084201,POINT (11677854.552237859 2886906.6498170546),11677854.552237859,2886906.6498170546
281,黔东南苗族侗族自治州,107.9787015,26.58729486,POINT (12020134.067498885 3072003.6410094225),12020134.067498885,3072003.6410094225
282,黔南布依族苗族自治州,107.5181394,26.25657531,POINT (11968864.529048204 3030893.75447616),11968864.529048204,3030893.75447616
283,昆明市,102.8322539,24.88456051,POINT (11447234.14127262 2861572.131093492),11447234.14127262,2861572.131093492
284,曲靖市,103.794265,25.49386797,POINT (11554324.727062097 2936528.1686835387),11554324.727062097,2936528.1686835387
285,玉溪市,102.5253706,24.34980001,POINT (11413072.048583662 2796091.065219104),11413072.048583662,2796091.065219104
286,保山市,99.16057007,25.11487459,POINT (11038504.166963125 2889860.988705529),11038504.166963125,2889860.988705529
287,昭通市,103.7149854,27.34161025,POINT (11545499.362359803 3166216.6493911413),11545499.362359803,3166216.6493911413
288,丽江市,100.2248026,26.85871038,POINT (11156973.990288362 3105830.540855236),11156973.990288362,3105830.540855236
289,普洱市,100.9648357,22.82822175,POINT (11239354.098150529 2611258.140226374),11239354.098150529,2611258.140226374
290,临沧市,100.0875852,23.88676238,POINT (11141699.019192385 2739615.670797417),11141699.019192385,2739615.670797417
291,楚雄彝族自治州,101.5268349,25.04871691,POINT (11301915.562920757 2881729.5863421382),11301915.562920757,2881729.5863421382
292,红河哈尼族彝族自治州,103.3728489,23.36564308,POINT (11507412.901398009 2676297.2831092947),11507412.901398009,2676297.2831092947
293,文山壮族苗族自治州,104.2135688,23.40363346,POINT (11601001.41256578 2680904.8103124322),11601001.41256578,2680904.8103124322
294,西双版纳傣族自治州,100.7958784,22.01189695,POINT (11220545.857548723 2512953.665651596),11220545.857548723,2512953.665651596
295,大理白族自治州,100.2665097,25.60958163,POINT (11161616.803422825 2950805.7592694354),11161616.803422825,2950805.7592694354
296,德宏傣族景颇族自治州,98.58546814,24.43631797,POINT (10974484.112961296 2806666.2054091254),10974484.112961296,2806666.2054091254
297,怒江傈僳族自治州,98.85620765,25.82087078,POINT (11004622.697352117 2976911.8844288015),11004622.697352117,2976911.8844288015
298,迪庆藏族自治州,99.70101731,27.82264468,POINT (11098666.478520554 3226631.686864964),11098666.478520554,3226631.686864964
299,拉萨市,91.17045622,29.65627983,POINT (10149048.761800842 3459443.893807739),10149048.761800842,3459443.893807739
300,日喀则市,88.87838796,29.27010322,POINT (9893896.890234217 3410069.245685522),9893896.890234217,3410069.245685522
301,昌都市,97.16988613,31.14520097,POINT (10816902.244431976 3651620.645226433),10816902.244431976,3651620.645226433
302,林芝市,94.36027067,29.65144004,POINT (10504137.282099867 3458823.934980129),10504137.282099867,3458823.934980129
303,山南市,91.77021222,29.24080385,POINT (10215813.29432105 3406330.816097214),10215813.29432105,3406330.816097214
304,那曲市,92.05023009,31.48014348,POINT (10246984.741022468 3695263.1664350526),10246984.741022468,3695263.1664350526
305,阿里地区,80.10357012,32.50346887,POINT (8917088.636481684 3829581.7030542134),8917088.636481684,3829581.7030542134
306,西安市,108.9349896,34.34476197,POINT (12126587.571842551 4075189.615485625),12126587.571842551,4075189.615485625
307,铜川市,108.9403998,34.89821737,POINT (12127189.832551641 4150057.879387037),12127189.832551641,4150057.879387037
308,宝鸡市,107.2329895,34.36428117,POINT (11937121.787380451 4077821.6022624443),11937121.787380451,4077821.6022624443
309,咸阳市,108.7041644,34.33133837,POINT (12100892.228116296 4073379.9205382527),12100892.228116296,4073379.9205382527
310,渭南市,109.4656925,34.5218316,POINT (12185665.148433065 4099088.3471925217),12185665.148433065,4099088.3471925217
311,延安市,109.4892869,36.64998978,POINT (12188291.665026639 4390431.522460013),12188291.665026639,4390431.522460013
312,汉中市,107.0186688,33.0682607,POINT (11913263.716189994 3904367.938569474),11913263.716189994,3904367.938569474
313,榆林市,109.7285205,38.28524221,POINT (12214923.02755928 4619799.706923541),12214923.02755928,4619799.706923541
314,安康市,109.0241521,32.68750551,POINT (12136513.095940407 3853898.6250527534),12136513.095940407,3853898.6250527534
315,商洛市,109.9136886,33.87506057,POINT (12235535.846162438 4012038.025478168),12235535.846162438,4012038.025478168
316,兰州市,103.8318248,36.06112521,POINT (11558505.864872396 4309035.369545766),11558505.864872396,4309035.369545766
317,嘉峪关市,98.28760244,39.7724188,POINT (10941325.854912512 4832925.703587773),10941325.854912512,4832925.703587773
318,金昌市,102.1859827,38.52102999,POINT (11375291.560374262 4653293.614452493),11375291.560374262,4653293.614452493
319,白银市,104.1360551,36.54503187,POINT (11592372.62695228 4375878.416753485),11592372.62695228,4375878.416753485
320,天水市,105.7208912,34.58283154,POINT (11768795.774595076 4107333.141625283),11768795.774595076,4107333.141625283
321,武威市,102.6361047,37.92869446,POINT (11425398.912209112 4569357.622922505),11425398.912209112,4569357.622922505
322,张掖市,100.4481562,38.92412843,POINT (11181837.599307206 4710809.440825609),11181837.599307206,4710809.440825609
323,平凉市,106.6606902,35.54288369,POINT (11873413.720723106 4237903.804139509),11873413.720723106,4237903.804139509
324,酒泉市,98.49368558,39.73259319,POINT (10964266.925118392 4827159.201384667),10964266.925118392,4827159.201384667
325,庆阳市,107.6386901,35.70985519,POINT (11982284.171586977 4260770.987340053),11982284.171586977,4260770.987340053
326,定西市,104.5897219,35.60849101,POINT (11642874.584118094 4246883.204008762),11642874.584118094,4246883.204008762
327,陇南市,104.9572902,33.37207924,POINT (11683792.100105843 3944796.041501715),11683792.100105843,3944796.041501715
328,临夏回族自治州,103.2081434,35.60215126,POINT (11489077.969007157 4246015.187759734),11489077.969007157,4246015.187759734
329,甘南藏族自治州,102.9100125,34.98440389,POINT (11455890.189029418 4161761.896943007),11455890.189029418,4161761.896943007
330,西宁市,101.775862,36.61670253,POINT (11329637.132886482 4385813.881580014),11329637.132886482,4385813.881580014
331,海东市,102.4086211,36.47339166,POINT (11400075.553693293 4365956.374465999),11400075.553693293,4365956.374465999
332,海北藏族自治州,100.8994897,36.95465787,POINT (11232079.814705152 4432788.562124131),11232079.814705152,4432788.562124131
333,黄南藏族自治州,102.0135111,35.51973072,POINT (11356092.109685961 4234736.7079159925),11356092.109685961,4234736.7079159925
334,海南藏族自治州,100.6213653,36.296796,POINT (11201119.148119966 4341537.269774449),11201119.148119966,4341537.269774449
335,果洛藏族自治州,100.2438205,34.47365793,POINT (11159091.053232318 4092581.4266128456),11159091.053232318,4092581.4266128456
336,玉树藏族自治州,97.00586132,33.00844696,POINT (10798643.086105313 3896425.2097342983),10798643.086105313,3896425.2097342983
337,海西蒙古族藏族自治州,97.33125441,37.34770907,POINT (10834865.679191763 4487684.405288595),10834865.679191763,4487684.405288595
338,银川市,106.2265781,38.48732343,POINT (11825088.582803905 4648498.858890987),11825088.582803905,4648498.858890987
339,石嘴山市,106.3780812,38.98379032,POINT (11841953.830749508 4719349.940904153),11841953.830749508,4719349.940904153
340,吴忠市,106.1942143,37.99721201,POINT (11821485.86106777 4579031.970874227),11821485.86106777,4579031.970874227
341,固原市,106.2384747,36.01646433,POINT (11826412.906258076 4302887.075014306),11826412.906258076,4302887.075014306
342,中卫市,105.1930022,37.49963062,POINT (11710031.439919705 4508979.563595744),11710031.439919705,4508979.563595744
343,乌鲁木齐市,87.61397404,43.82417146,POINT (9753142.97650789 5438272.507916601),9753142.97650789,5438272.507916601
344,克拉玛依市,84.88683461,45.57690761,POINT (9449559.20383803 5712805.671069284),9449559.20383803,5712805.671069284
345,吐鲁番市,89.18753374,42.94918507,POINT (9928310.841044705 5304240.492055698),9928310.841044705,5304240.492055698
346,哈密市,93.51345509,42.81783331,POINT (10409870.202938456 5284285.195697165),10409870.202938456,5284285.195697165
347,昌吉回族自治州,87.30588156,44.00972568,POINT (9718846.278517054 5466947.378078782),9718846.278517054,5466947.378078782
348,博尔塔拉蒙古自治州,82.06308108,44.90501765,POINT (9135220.398752723 5606580.832838206),9135220.398752723,5606580.832838206
349,巴音郭楞蒙古自治州,86.14264545,41.76261067,POINT (9589355.427079504 5125485.737152565),9589355.427079504,5125485.737152565
350,阿克苏地区,80.26289703,41.1697266,POINT (8934824.82697255 5037408.623840033),8934824.82697255,5037408.623840033
351,克孜勒苏柯尔克孜自治州,76.16428674,39.71431955,POINT (8478569.616529677 4824514.406353967),8478569.616529677,4824514.406353967
352,喀什地区,75.98679119,39.47026511,POINT (8458810.902285606 4789258.631093638),8458810.902285606,4789258.631093638
353,和田地区,79.91972913,37.11474701,POINT (8896623.551087951 4455113.132405002),8896623.551087951,4455113.132405002
354,伊犁哈萨克自治州,81.32064308,43.91585532,POINT (9052572.578647146 5452429.820591976),9052572.578647146,5452429.820591976
355,塔城地区,82.97715149,46.74465372,POINT (9236974.25134312 5900494.202257669),9236974.25134312,5900494.202257669
356,阿勒泰地区,88.13790065,47.84362113,POINT (9811466.219946137 6080878.281212844),9811466.219946137,6080878.281212844
357,石河子市,86.07755739,44.30413694,POINT (9582109.85738358 5512629.34282829),9582109.85738358,5512629.34282829
358,阿拉尔市,81.27774652,40.54664033,POINT (9047797.355431162 4945699.453664436),9047797.355431162,4945699.453664436
359,图木舒克市,79.07255614,39.8672186,POINT (8802316.685227338 4846665.567660353),8802316.685227338,4846665.567660353
360,五家渠市,87.53990476,44.16543992,POINT (9744897.621974865 5491080.188738276),9744897.621974865,5491080.188738276
361,北屯市,87.8001,47.3633,POINT (9773862.423598498 6001576.807749364),9773862.423598498,6001576.807749364
362,铁门关市,85.66779088,41.86174462,POINT (9536494.858146245 5140291.904192697),9536494.858146245,5140291.904192697
363,双河市,82.355,44.8442,POINT (9167716.664280046 5597027.222296321),9167716.664280046,5597027.222296321
364,可克达拉市,81.0448,43.948,POINT (9021865.867442697 5457398.5867744135),9021865.867442697,5457398.5867744135
365,昆玉市,79.2913,37.2095,POINT (8826667.140336692 4468348.755079802),8826667.140336692,4468348.755079802
366,台湾省,120.9605,23.6978,POINT (13465261.266099768 2716626.7235309104),13465261.266099768,2716626.7235309104
367,香港特别行政区,114.1694,22.3193,POINT (12709279.472173568 2549904.433526915),12709279.472173568,2549904.433526915
368,澳门特别行政区,113.5439,22.1987,POINT (12639649.130682375 2535398.3186673545),12639649.130682375,2535398.3186673545
